id,tier,title,short_title,authors,published,versioned_id,venue,venue_source,url,topics,stages,method_families,model_relationship,test_level,code,weights,data,predictions,recomputable,reproduction,main_finding,caveats,bibtex_key
arxiv:2503.15850,background,Uncertainty Quantification and Confidence Calibration in Large Language Models: A Survey,,Xiaoou Liu; Tiejin Chen; Longchao Da; Chacha Chen; Zhen Lin; Hua Wei,2025-03-20,2503.15850v2,arXiv,arxiv_metadata,https://arxiv.org/abs/2503.15850v2,calibration,probability,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,Survey of uncertainty quantification and calibration in LLMs.,,arxiv2503_15850
arxiv:2503.02623,background,Rewarding Doubt: A Reinforcement Learning Approach to Calibrated Confidence Expression of Large Language Models,,David Bani-Harouni; Chantal Pellegrini; Paul Stangel; Ege Özsoy; Kamilia Zaripova; Nassir Navab; Matthias Keicher,2025-03-04,2503.02623v6,arXiv,arxiv_metadata,https://arxiv.org/abs/2503.02623v6,calibration,probability,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,Rewarding Doubt: reinforcement learning for calibrated confidence expression.,,arxiv2503_02623
arxiv:2502.17419,background,From System 1 to System 2: A Survey of Reasoning Large Language Models,,Zhong-Zhi Li; Duzhen Zhang; Ming-Liang Zhang; Jiaxin Zhang; Zengyan Liu; Yuxuan Yao; Haotian Xu; Junhao Zheng; Pei-Jie Wang; Xiuyi Chen; Yingying Zhang; Fei Yin; Jiahua Dong; Zhiwei Li; Bao-Long Bi; Ling-Rui Mei; Junfeng Fang; Xiao Liang; Zhijiang Guo; Le Song; Cheng-Lin Liu,2025-02-24,2502.17419v6,arXiv,arxiv_metadata,https://arxiv.org/abs/2502.17419v6,routing,control; use,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,From System 1 to System 2: a reasoning-LLM survey whose terminology predates and is broader than the product.,,arxiv2502_17419
arxiv:2501.10868,background,JSONSchemaBench: A Rigorous Benchmark of Structured Outputs for Language Models,,Saibo Geng; Hudson Cooper; Michał Moskal; Samuel Jenkins; Julian Berman; Nathan Ranchin; Robert West; Eric Horvitz; Harsha Nori,2025-01-18,2501.10868v3,arXiv,arxiv_metadata,https://arxiv.org/abs/2501.10868v3,structured-output; evaluation-methodology,contract; readout,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,JSONSchemaBench: structural correctness and efficiency of constrained decoding (title updated on arXiv).,,arxiv2501_10868
arxiv:2412.13663,background,"Smarter, Better, Faster, Longer: A Modern Bidirectional Encoder for Fast, Memory Efficient, and Long Context Finetuning and Inference",,Benjamin Warner; Antoine Chaffin; Benjamin Clavié; Orion Weller; Oskar Hallström; Said Taghadouini; Alexis Gallagher; Raja Biswas; Faisal Ladhak; Tom Aarsen; Nathan Cooper; Griffin Adams; Jeremy Howard; Iacopo Poli,2024-12-18,2412.13663v2,arXiv,arxiv_metadata,https://arxiv.org/abs/2412.13663v2,classification; open-models,readout,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,ModernBERT: the backbone of several encoder-style open alternatives and a strong lightweight baseline.,,arxiv2412_13663
arxiv:2411.15100,background,XGrammar: Flexible and Efficient Structured Generation Engine for Large Language Models,,Yixin Dong; Charlie F. Ruan; Yaxing Cai; Ruihang Lai; Ziyi Xu; Yilong Zhao; Tianqi Chen,2024-11-22,2411.15100v3,MLSys 2025,arxiv_comment,https://arxiv.org/abs/2411.15100v3,structured-output; efficiency,contract; readout,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,XGrammar: an efficient constrained-decoding engine for fair generative baselines.,,arxiv2411_15100
arxiv:2406.18665,background,RouteLLM: Learning to Route LLMs with Preference Data,,Isaac Ong; Amjad Almahairi; Vincent Wu; Wei-Lin Chiang; Tianhao Wu; Joseph E. Gonzalez; M Waleed Kadous; Ion Stoica,2024-06-26,2406.18665v4,arXiv,arxiv_metadata,https://arxiv.org/abs/2406.18665v4,routing,control; use,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,RouteLLM: a learned-routing baseline.,,arxiv2406_18665
arxiv:2404.13503,background,Calibration Error for Decision Making,,Lunjia Hu; Yifan Wu,2024-04-21,2404.13503v5,FOCS 2024,arxiv_comment,https://arxiv.org/abs/2404.13503v5,calibration,probability; control,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,Calibration error for decision making: a utility-aware alternative to a single ECE.,,arxiv2404_13503
arxiv:2403.13787,background,RewardBench: Evaluating Reward Models for Language Modeling,,Nathan Lambert; Valentina Pyatkin; Jacob Morrison; LJ Miranda; Bill Yuchen Lin; Khyathi Chandu; Nouha Dziri; Sachin Kumar; Tom Zick; Yejin Choi; Noah A. Smith; Hannaneh Hajishirzi,2024-03-20,2403.13787v2,arXiv,arxiv_metadata,https://arxiv.org/abs/2403.13787v2,judging,use,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,RewardBench: discriminative reward models as strong judging comparators.,,arxiv2403_13787
arxiv:2312.07104,background,SGLang: Efficient Execution of Structured Language Model Programs,,Lianmin Zheng; Liangsheng Yin; Zhiqiang Xie; Chuyue Sun; Jeff Huang; Cody Hao Yu; Shiyi Cao; Christos Kozyrakis; Ion Stoica; Joseph E. Gonzalez; Clark Barrett; Ying Sheng,2023-12-12,2312.07104v2,arXiv,arxiv_metadata,https://arxiv.org/abs/2312.07104v2,structured-output; efficiency,contract; readout,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,"SGLang: shared-prefix reuse and scheduling, whose gains must be separated from decision-head gains.",,arxiv2312_07104
arxiv:2311.08526,background,GLiNER: Generalist Model for Named Entity Recognition using Bidirectional Transformer,,Urchade Zaratiana; Nadi Tomeh; Pierre Holat; Thierry Charnois,2023-11-14,2311.08526v1,arXiv,arxiv_metadata,https://arxiv.org/abs/2311.08526v1,classification,readout,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,GLiNER: open-type extraction with a bidirectional encoder; related to finite-candidate decisions but a different output task.,,arxiv2311_08526
arxiv:2310.11324,background,Quantifying Language Models' Sensitivity to Spurious Features in Prompt Design or: How I learned to start worrying about prompt formatting,,Melanie Sclar; Yejin Choi; Yulia Tsvetkov; Alane Suhr,2023-10-17,2310.11324v2,ICLR 2024,arxiv_comment,https://arxiv.org/abs/2310.11324v2,interface-semantics; robustness,contract,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,Sensitivity to spurious prompt-format features: a template for order and format invariance tests.,,arxiv2310_11324
arxiv:2310.08491,background,Prometheus: Inducing Fine-grained Evaluation Capability in Language Models,,Seungone Kim; Jamin Shin; Yejin Cho; Joel Jang; Shayne Longpre; Hwaran Lee; Sangdoo Yun; Seongjin Shin; Sungdong Kim; James Thorne; Minjoon Seo,2023-10-12,2310.08491v2,ICLR 2024,arxiv_comment,https://arxiv.org/abs/2310.08491v2,judging,use,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,Prometheus: a dedicated evaluator model and a relevant baseline for decision-only judging.,,arxiv2310_08491
arxiv:2310.05921,background,Conformal Decision Theory: Safe Autonomous Decisions from Imperfect Predictions,,Jordan Lekeufack; Anastasios N. Angelopoulos; Andrea Bajcsy; Michael I. Jordan; Jitendra Malik,2023-10-09,2310.05921v3,arXiv,arxiv_metadata,https://arxiv.org/abs/2310.05921v3,selective-control; calibration,probability; control,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,Conformal decision theory: turning imperfect predictions into constrained decisions.,,arxiv2310_05921
arxiv:2309.04992,background,Mitigating Word Bias in Zero-shot Prompt-based Classifiers,,Adian Liusie; Potsawee Manakul; Mark J. F. Gales,2023-09-10,2309.04992v1,arXiv,arxiv_metadata,https://arxiv.org/abs/2309.04992v1,interface-semantics; robustness,contract,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,Word bias in zero-shot prompt-based classifiers: why option names can become shortcuts.,,arxiv2309_04992
arxiv:2307.13565,background,"Decision-Focused Learning: Foundations, State of the Art, Benchmark and Future Opportunities",,Jayanta Mandi; James Kotary; Senne Berden; Maxime Mulamba; Victor Bucarey; Tias Guns; Ferdinando Fioretto,2023-07-25,2307.13565v4,Journal of Artificial Intelligence Research 81 (2024) 1623-1701,arxiv_journal_ref,https://arxiv.org/abs/2307.13565v4,calibration,probability; control,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,Decision-focused learning survey; its optimisation semantics differ from an API returning a choice.,,arxiv2307_13565
arxiv:2307.09702,background,Efficient Guided Generation for Large Language Models,,Brandon T. Willard; Rémi Louf,2023-07-19,2307.09702v4,arXiv,arxiv_metadata,https://arxiv.org/abs/2307.09702v4,structured-output,contract; readout,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,Guided generation: valid outputs by construction without solving semantic errors.,,arxiv2307_09702
arxiv:2306.07536,background,TART: A plug-and-play Transformer module for task-agnostic reasoning,,Kush Bhatia; Avanika Narayan; Christopher De Sa; Christopher Ré,2023-06-13,2306.07536v1,arXiv,arxiv_metadata,https://arxiv.org/abs/2306.07536v1,classification,readout,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,TART: a task-agnostic discriminative reasoning module that predates the product framing.,,arxiv2306_07536
arxiv:2306.05685,background,Judging LLM-as-a-Judge with MT-Bench and Chatbot Arena,,Lianmin Zheng; Wei-Lin Chiang; Ying Sheng; Siyuan Zhuang; Zhanghao Wu; Yonghao Zhuang; Zi Lin; Zhuohan Li; Dacheng Li; Eric P. Xing; Hao Zhang; Joseph E. Gonzalez; Ion Stoica,2023-06-09,2306.05685v4,NeurIPS Datasets and Benchmarks 2023,arxiv_comment,https://arxiv.org/abs/2306.05685v4,judging,use,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,MT-Bench and Chatbot Arena: foundations and biases of LLM-as-a-judge.,,arxiv2306_05685
arxiv:2305.05176,background,FrugalGPT: How to Use Large Language Models While Reducing Cost and Improving Performance,,Lingjiao Chen; Matei Zaharia; James Zou,2023-05-09,2305.05176v1,arXiv,arxiv_metadata,https://arxiv.org/abs/2305.05176v1,routing; selective-control,control; use,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,FrugalGPT: model cascades and cost optimisation have clear precedents.,,arxiv2305_05176
arxiv:2302.09664,background,Semantic Uncertainty: Linguistic Invariances for Uncertainty Estimation in Natural Language Generation,,Lorenz Kuhn; Yarin Gal; Sebastian Farquhar,2023-02-19,2302.09664v3,ICLR 2023,arxiv_comment,https://arxiv.org/abs/2302.09664v3,calibration,probability,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,Semantic uncertainty: an alternative definition of confidence for generative models.,,arxiv2302_09664
arxiv:2209.11055,background,Efficient Few-Shot Learning Without Prompts,,Lewis Tunstall; Nils Reimers; Unso Eun Seo Jo; Luke Bates; Daniel Korat; Moshe Wasserblat; Oren Pereg,2022-09-22,2209.11055v1,arXiv,arxiv_metadata,https://arxiv.org/abs/2209.11055v1,classification,readout,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,SetFit: a few-shot discriminative baseline for asking whether convenience comes from the zero-training interface.,,arxiv2209_11055
arxiv:2207.05221,background,Language Models (Mostly) Know What They Know,,Saurav Kadavath; Tom Conerly; Amanda Askell; Tom Henighan; Dawn Drain; Ethan Perez; Nicholas Schiefer; Zac Hatfield-Dodds; Nova DasSarma; Eli Tran-Johnson; Scott Johnston; Sheer El-Showk; Andy Jones; Nelson Elhage; Tristan Hume; Anna Chen; Yuntao Bai; Sam Bowman; Stanislav Fort; Deep Ganguli; Danny Hernandez; Josh Jacobson; Jackson Kernion; Shauna Kravec; Liane Lovitt; Kamal Ndousse; Catherine Olsson; Sam Ringer; Dario Amodei; Tom Brown; Jack Clark; Nicholas Joseph; Ben Mann; Sam McCandlish; Chris Olah; Jared Kaplan,2022-07-11,2207.05221v4,arXiv,arxiv_metadata,https://arxiv.org/abs/2207.05221v4,calibration,probability,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,Language models (mostly) know what they know: self-knowledge and confidence expression; native and verbalised confidence differ.,,arxiv2207_05221
arxiv:2109.05093,background,PICARD: Parsing Incrementally for Constrained Auto-Regressive Decoding from Language Models,,Torsten Scholak; Nathan Schucher; Dzmitry Bahdanau,2021-09-10,2109.05093v1,EMNLP 2021,arxiv_comment,https://arxiv.org/abs/2109.05093v1,structured-output,contract; readout,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,"PICARD: incremental constrained autoregressive decoding, a historical structured-output baseline.",,arxiv2109_05093
arxiv:2107.07511,background,A Gentle Introduction to Conformal Prediction and Distribution-Free Uncertainty Quantification,,Anastasios N. Angelopoulos; Stephen Bates,2021-07-15,2107.07511v6,arXiv,arxiv_metadata,https://arxiv.org/abs/2107.07511v6,selective-control; calibration,control,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,Conformal prediction: finite-sample coverage guarantees and their exchangeability assumptions.,,arxiv2107_07511
arxiv:2006.01862,background,Consistent Estimators for Learning to Defer to an Expert,,Hussein Mozannar; David Sontag,2020-06-02,2006.01862v3,ICML 2020,arxiv_comment,https://arxiv.org/abs/2006.01862v3,selective-control,control,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,Learning to defer: modelling expert cost jointly with prediction error.,,arxiv2006_01862
arxiv:1909.00161,background,"Benchmarking Zero-shot Text Classification: Datasets, Evaluation and Entailment Approach",,Wenpeng Yin; Jamaal Hay; Dan Roth,2019-08-31,1909.00161v1,EMNLP 2019,arxiv_comment,https://arxiv.org/abs/1909.00161v1,classification; interface-semantics,readout,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,Zero-shot text classification with NLI-style label descriptions: historical context for runtime-defined option semantics.,,arxiv1909_00161
arxiv:1906.02530,background,Can You Trust Your Model's Uncertainty? Evaluating Predictive Uncertainty Under Dataset Shift,,Yaniv Ovadia; Emily Fertig; Jie Ren; Zachary Nado; D Sculley; Sebastian Nowozin; Joshua V. Dillon; Balaji Lakshminarayanan; Jasper Snoek,2019-06-06,1906.02530v2,NeurIPS 2019,arxiv_comment,https://arxiv.org/abs/1906.02530v2,calibration; robustness,probability,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,Predictive uncertainty under dataset shift: in-distribution calibration does not transfer to shifted data.,,arxiv1906_02530
arxiv:1901.09192,background,SelectiveNet: A Deep Neural Network with an Integrated Reject Option,,Yonatan Geifman; Ran El-Yaniv,2019-01-26,1901.09192v4,ICML 2019,arxiv_comment,https://arxiv.org/abs/1901.09192v4,selective-control,control,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,SelectiveNet: jointly learning prediction and a reject option.,,arxiv1901_09192
arxiv:1810.04805,background,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,,Jacob Devlin; Ming-Wei Chang; Kenton Lee; Kristina Toutanova,2018-10-11,1810.04805v2,arXiv,arxiv_metadata,https://arxiv.org/abs/1810.04805v2,classification,readout,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,Bidirectional encoders are the basic reference point; a natural-language interface does not make conventional classifiers irrelevant.,,arxiv1810_04805
arxiv:1706.04599,background,On Calibration of Modern Neural Networks,,Chuan Guo; Geoff Pleiss; Yu Sun; Kilian Q. Weinberger,2017-06-14,1706.04599v2,ICML 2017,arxiv_comment,https://arxiv.org/abs/1706.04599v2,calibration,probability,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,Calibration of modern neural networks and temperature scaling: the post-hoc baseline for any returned probability.,,arxiv1706_04599
arxiv:1705.08500,background,Selective Classification for Deep Neural Networks,,Yonatan Geifman; Ran El-Yaniv,2017-05-23,1705.08500v2,arXiv,arxiv_metadata,https://arxiv.org/abs/1705.08500v2,selective-control,control,,adjacent_method,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,Selective classification: risk–coverage and rejection; confidence gating long predates typed decision models.,,arxiv1705_08500
